	ERR4042824	ERR4042849	ERR4042883	ERR4042921	ERR4042941	ERR4042949	ERR4043086	ERR4043188	ERR4043295	ERR4043299	ERR4043366	ERR4043412	ERR4043582	ERR4043596	ERR4043606	ERR4043608	ERR4043615	ERR4043792	ERR4043803	ERR4043806
Bacillus_pumilus	1.7274737423991155e-05	0.0	3.383293297695977e-05	1.875609573111261e-05	1.9173249482322263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2430074243545746e-05	0.0	0.0	0.0	0.0	0.0
Bacteroides_acidifaciens	3.454947484798231e-05	2.4227153793972285e-05	3.383293297695977e-05	0.0	0.0	1.561743530477425e-05	4.043017708417563e-05	8.567879021548216e-05	0.0	2.4243011951804894e-05	0.0	2.689328743545611e-05	4.821833261005834e-05	2.1487354691763898e-05	0.0	5.8514892040024186e-05	2.2866027942286144e-05	0.0	2.341536516261971e-05	2.623570154265925e-05
Bacteroides_heparinolyticus	0.0	0.0	0.00030449639679263794	0.00015004876584890088	0.0	0.0	0.001091614781272742	0.0002141969755387054	0.00011237533361427167	0.0	0.0	0.003415447504302926	0.0	0.00017189883753411118	0.0	0.0032378240262146717	0.0	0.00013675774732638604	0.0001873229213009577	5.24714030853185e-05
Bacteroides_intestinalis	0.00017274737423991155	0.0	0.0002706634638156782	3.751219146222522e-05	0.00011503949689393359	0.000249878964876388	4.043017708417563e-05	0.0003855545559696697	0.0	0.0	0.0	0.0004302925989672978	4.821833261005834e-05	4.2974709383527796e-05	0.0	0.00015603971210673115	9.146411176914458e-05	0.00021881239572221767	9.366146065047885e-05	0.000314828418511911
Bacteroides_zoogleoformans	0.0	0.0	0.0	0.0	0.0	3.12348706095485e-05	0.0	0.0	2.8093833403567918e-05	0.0	0.0	5.378657487091222e-05	4.821833261005834e-05	0.0	0.0	0.0	9.146411176914458e-05	0.0	2.341536516261971e-05	0.0
Barnesiella_viscericola	0.0	0.0	3.383293297695977e-05	0.0	0.0	1.561743530477425e-05	4.043017708417563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bavariicoccus_seileri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8093833403567918e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bergeriella_denitrificans	1.7274737423991155e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2430074243545746e-05	1.9504964013341394e-05	0.0	0.0	0.0	0.0
Bergeyella_zoohelcum	0.0	0.0	0.0	0.0	1.9173249482322263e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.378657487091222e-05	2.410916630502917e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_breve	0.0	0.0001453629227638337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium_dentium	0.0	0.00012113576896986142	0.0	0.00016880486158001352	0.0006327172329166347	0.0002811138354859365	0.0	0.0	0.0	0.00012121505975902447	0.0	0.0	0.0	0.0	4.486014848709149e-05	0.0	0.0	5.470309893055442e-05	0.0	0.0
Bilophila_wadsworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.567879021548216e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastocatella_fastidiosa	0.0	0.0	0.0	0.0	0.0	6.2469741219097e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bosea_minatitlanensis	0.0	0.0	0.0	0.0	0.0	1.561743530477425e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brachymonas_denitrificans	0.00020729684908789387	0.0	0.0	0.00015004876584890088	0.00040263823912876754	0.0016710655776108448	0.0	0.0007068500192777278	0.00042140750105351877	4.848602390360979e-05	0.0	0.00018825301204819278	0.0007956024880659627	0.00038677238445175013	2.2430074243545746e-05	0.0	0.00013719616765371688	0.00021881239572221767	0.00011707682581309856	0.000104942806170637
Brevundimonas_kwangchunensis	0.0	0.0	0.0	0.0	0.0	1.561743530477425e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brooklawnia_cerclae	5.182421227197347e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.573205588457229e-05	0.0	0.0	0.0
Bulleidia_extructa	0.0	7.268146138191685e-05	0.00016916466488479885	0.0	0.0009778357235984355	0.0	0.0	0.0	0.0010956595027391488	0.0	0.0	0.0002151462994836489	0.0	0.00030082296568469455	0.0	0.00015603971210673115	9.146411176914458e-05	0.00016410929679166325	0.0	5.24714030853185e-05
Butyrivibrio_fibrisolvens	0.0	0.0	0.00020299759786175864	0.0	1.9173249482322263e-05	0.0	0.0	0.0	2.8093833403567918e-05	0.0	2.793920429146178e-05	5.378657487091222e-05	0.0	0.0	2.2430074243545746e-05	0.0	0.0	0.0	0.0	2.623570154265925e-05
Butyrivibrio_hungatei	0.0	0.0	0.0014548161180092702	0.0	0.0	4.685230591432275e-05	0.0	2.141969755387054e-05	0.00019665683382497542	0.0	0.0003352704514975414	0.0	2.410916630502917e-05	2.1487354691763898e-05	2.2430074243545746e-05	0.0	0.0002972583632497199	0.0	7.024609548785913e-05	0.0
Butyrivibrio_proteoclasticus	0.0	0.0	0.00010149879893087932	0.0	0.0	1.561743530477425e-05	0.0	0.0	0.0001685630004214075	0.0	0.00011175681716584712	0.0	0.0	0.0	6.729022273063724e-05	1.9504964013341394e-05	4.573205588457229e-05	0.0	0.0	0.0
Campylobacter_concisus	0.004560530679933665	0.00048454307587944567	0.0013871502520553507	0.006602145697351639	0.0005560242349873457	0.015305086598678765	0.003072693458397348	0.0011995030630167502	0.006349206349206349	0.006569856238939126	0.007878855610192222	0.0016404905335628227	0.020010608033174213	0.005221427190098627	0.0031177803198528587	0.003647428270494841	0.007934511695973293	0.00303602199064577	0.00323132039244152	0.0010231923601637107
Campylobacter_curvus	0.0	0.0	6.766586595391954e-05	0.0	0.0	0.000124939482438194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.573205588457229e-05	5.470309893055442e-05	0.0	0.0
Campylobacter_gracilis	0.0006046158098396904	0.000339180153115612	0.003755455560442535	0.0008440243079000675	0.00028759874223483394	0.00396682856741266	0.0012937656666936201	0.00027845606820031704	0.00011237533361427167	0.0008000193944095614	0.0005587840858292355	0.0007530120481927711	0.0009643666522011669	0.0014396527643481811	0.0004037413363838234	0.002418615537654333	0.0017149520956714608	0.0007111402860972074	0.00030439974711405623	5.24714030853185e-05
Campylobacter_lanienae	0.0	0.0	0.0	0.0	0.0	1.561743530477425e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter_rectus	0.0	0.0	0.0	0.0	0.0	4.685230591432275e-05	4.043017708417563e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.1487354691763898e-05	2.2430074243545746e-05	1.9504964013341394e-05	0.0	2.735154946527721e-05	0.0	0.0
Campylobacter_showae	0.0	0.0	0.0012856514531244714	0.0002813414359666892	0.0005176777360227011	0.003076634755040527	0.0	0.0005354924388467634	0.0005337828346677904	0.0002666731314698538	2.793920429146178e-05	0.0011833046471600688	0.0006750566565408168	0.0014396527643481811	0.0	1.9504964013341394e-05	0.00013719616765371688	0.002735154946527721	0.006181656402931604	0.000419771224682548
Capnocytophaga_gingivalis	0.0034894969596462135	0.006420195755402655	0.0011164867882396724	0.0008627804036311802	0.007841859038269805	0.0034514532023551094	0.002506670979218889	0.004262519813220237	0.008119117853631128	0.00041213120318068315	2.793920429146178e-05	0.009036144578313253	0.002266261632672742	0.013214723135434796	0.0018841262364578427	0.0009167333086270456	0.008506162394530446	0.006482317223270698	0.027442807970590302	0.00595550425018365
Capnocytophaga_granulosa	0.003420398009950249	0.007074328907839907	0.0007104915925161552	0.005758121389451571	0.011427256691464069	0.010245037559931908	0.0011724751354410933	0.002077710662725442	0.009411434190195252	0.0005091032509879028	0.001648413053196245	0.00580895008605852	0.0019528424707073628	0.005049528352564516	0.0021757172016239374	0.000546138992373559	0.005121990259072097	0.0042668417165832445	0.02194019715737467	0.0018364991079861475
Capnocytophaga_haemolytica	0.00039731896075179655	0.0	6.766586595391954e-05	0.0	9.586624741161132e-05	0.0005309928003623245	0.0	8.567879021548216e-05	0.0	0.0	0.0	0.0	4.821833261005834e-05	8.594941876705559e-05	0.0	0.0	0.00016006219559600303	2.735154946527721e-05	0.0	2.623570154265925e-05
Capnocytophaga_leadbetteri	0.03048991155334439	0.00021804438414575056	0.009608552965456575	0.004801560507164828	0.006768157067259759	0.007636925864034608	0.004447319479259319	0.007625412329177912	0.016378704874280097	0.0016485248127227326	0.00027939204291461777	0.01126828743545611	0.00349582911422923	0.015664281570295882	0.0011215037121772872	0.0021260410774542123	0.005716506985571536	0.007603730751347064	0.03987636687194137	0.013196557875957603
Capnocytophaga_ochracea	0.004802377003869541	0.00041186161449752884	0.00148864905098623	0.0007877560207067297	0.008589615768080374	0.010651090877856038	0.0016576372604512008	0.0038769652572505676	0.0029498525073746312	0.00046061722708429296	0.0005867232901206974	0.0053248709122203095	0.0014706591446067795	0.008122220073486753	0.0016598254940223853	0.0004291092082935107	0.0024466649898246175	0.000656437187166653	0.002083967499473154	0.0007608353447371183
Capnocytophaga_sputigena	0.016514648977335546	0.03558968892334528	0.0015901478499171092	0.0015567559456823468	0.001974844696679193	0.005263075697708923	0.010754427104390717	0.0051621471104828	0.010816125860373648	0.0019636839680961964	0.0	0.01202129948364888	0.00814889821109986	0.012505640430606589	0.0032299306910705873	0.0007411886325069731	0.008689090618068735	0.002735154946527721	0.0035825508698808157	0.0028596914681498584
Cardiobacterium_hominis	0.00025912106135986734	0.0021077623800755886	0.0002706634638156782	0.0	9.586624741161132e-05	0.0010776030360294233	0.0008086035416835126	0.0004283939510774108	0.001741817671021211	0.00043637421513248806	0.00019557443004023246	0.0012370912220309811	0.0016394233087419837	0.0009454436064376114	0.0036785321759415022	3.900992802668279e-05	0.0013490956485948827	0.0009299526818194251	0.0007727070503664505	0.0006558925385664813
Cardiobacterium_valvarum	0.0005009673852957435	0.0	0.0001353317319078391	0.00015004876584890088	0.0004793312370580566	0.0	0.00016172070833670252	0.0005997515315083751	0.0	9.697204780721957e-05	5.587840858292356e-05	0.00037650602409638556	0.0005545108250156709	0.0008594941876705559	0.0007626225242805554	7.801985605336558e-05	0.001074703313287449	0.00021881239572221767	0.00028098438195143654	7.870710462797775e-05
Catonella_morbi	0.013111525704809286	0.000678360306231224	0.006631254863484115	0.00037512191462225225	0.0010545287215277246	0.007996126876044417	0.005741085145952939	0.0017135758043096431	0.008119117853631128	0.005915294916240394	0.01070071524362986	0.00941265060240964	0.004773614928395776	0.0032660779131481123	0.02474037189063096	0.0025356453217343813	0.0044588754487457985	0.019911928010721808	0.010700821879317209	0.002938398572777836
Caulobacter_fusiformis	0.0	0.0	0.0	0.0	0.0	9.37046118286455e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Centipeda_periodontii	0.00012092316196793809	0.0	0.0001353317319078391	0.00030009753169780176	0.0	0.0007184020240196155	4.043017708417563e-05	0.0	2.8093833403567918e-05	9.697204780721957e-05	0.0003073312472060796	0.00016135972461273667	0.0028448816239934425	0.0002578482563011668	0.00011215037121772873	0.00015603971210673115	0.0013262296206525965	0.0009299526818194251	0.0002341536516261971	0.0
Chryseobacterium_jejuense	0.0	0.0	0.0	0.0	0.0	0.0001561743530477425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium_kwangjuense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.141969755387054e-05	0.0	0.0	0.0	0.0	2.410916630502917e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium_piscicola	1.7274737423991155e-05	0.0	0.0	3.751219146222522e-05	0.0	1.561743530477425e-05	0.00020215088542087814	0.0	0.0	0.0	0.0	0.00016135972461273667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacter_flavus	0.0	0.0	0.0	0.0	0.0	1.561743530477425e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_aminobutyricum	0.0001554726368159204	0.0	0.0	0.0	0.0	0.00014055691774296825	0.00012129053125252689	0.0	0.0	0.0	0.0	2.689328743545611e-05	4.821833261005834e-05	0.00032231032037645846	0.0003813112621402777	0.0	0.00011433013971143072	0.00010940619786110883	0.00025756901678881684	2.623570154265925e-05
Clostridium_ultunense	0.0	0.0	3.383293297695977e-05	0.0	0.0	0.0	4.043017708417563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Conchiformibius_steedae	0.0	2.4227153793972285e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.8093833403567918e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus_comes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.341536516261971e-05	0.0
Corynebacterium_argentoratense	0.0	0.0	0.0	0.0	0.0	0.00017179178835251675	0.0	6.425909266161162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007801985605336558	0.0	0.0	0.0	0.0
Corynebacterium_durum	0.001226506357103372	0.006444422909196628	0.0047027776837974085	0.0042763898266936756	0.0016297262059973925	0.0003435835767050335	0.005094202312606129	0.0011780833654628797	0.0037926675094816687	0.007539576717011321	0.0014248994188645508	0.00048407917383821	0.0008438208206760211	0.0005586712219858613	0.002018706681919117	0.0004681191363201935	0.002332334850113187	0.0029813188917152157	0.0014517526400824221	0.0005771854339385035
Corynebacterium_jeikeium	0.0	0.0	0.0	0.0	1.9173249482322263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium_kroppenstedtii	0.0	0.0	6.766586595391954e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
